Heure locale	Magnitude	Localite	Profondeur	Latitude	Longitude
11/12/2019 19:05	0.3	Lenk im Simmental BE	2.8	46.40	7.48
11/12/2019 08:27	0.8	Courmayeur I	2.6	45.87	7.00
10/12/2019 18:45	1.4	Chamonix F	5.3	46.04	6.90
10/12/2019 15:44	0.9	Courmayeur I	1.8	45.88	7.01
10/12/2019 15:29	0.8	Sanetschpass VS	3.5	46.32	7.35
10/12/2019 14:28	2.0	Sanetschpass VS	4.4	46.31	7.36
10/12/2019 04:28	0.6	Bourg-Saint-Pierre VS	3.1	45.79	7.14
09/12/2019 18:09	0.6	Courmayeur I	0.2	45.87	6.97
09/12/2019 08:27	1.4	Zernez GR	4.2	46.74	9.96
09/12/2019 05:27	1.2	Arolla VS	8.1	45.97	7.49
09/12/2019 00:34	1.4	Binn VS	2.0	46.36	8.24
08/12/2019 21:25	0.5	Sanetschpass VS	5.5	46.33	7.37
08/12/2019 12:39	0.4	Sierre VS	4.8	46.23	7.54
08/12/2019 08:24	0.4	Courmayeur I	1.2	45.86	6.98
07/12/2019 20:36	1.6	CHAMPERY VS	3.1	46.20	6.93
06/12/2019 21:52	0.0	Sanetschpass VS	3.7	46.33	7.37
06/12/2019 13:11	1.0	Courmayeur I	5.2	45.66	7.01
06/12/2019 06:45	1.7	Sanetschpass VS	4.8	46.32	7.38
06/12/2019 04:37	0.6	Sanetschpass VS	4.4	46.33	7.38
06/12/2019 02:29	2.0	Sanetschpass VS	5.3	46.32	7.38
06/12/2019 02:21	0.6	Sanetschpass VS	4.5	46.33	7.38
06/12/2019 00:44	0.7	Sanetschpass VS	4.8	46.33	7.38
06/12/2019 00:44	0.5	Sanetschpass VS	3.6	46.33	7.37
06/12/2019 00:32	0.7	Sanetschpass VS	4.5	46.33	7.37
06/12/2019 00:27	1.0	Sanetschpass VS	4.7	46.33	7.38
05/12/2019 21:52	0.8	Graechen VS	3.2	46.23	7.87
05/12/2019 19:27	0.9	Santa Maria GR	9.0	46.54	10.58
05/12/2019 14:18	0.8	Sanetschpass VS	4.9	46.32	7.36
05/12/2019 12:09	1.1	Arolla VS	1.3	45.98	7.51
05/12/2019 11:38	0.6	Courmayeur I	3.1	45.88	7.01
05/12/2019 11:14	2.6	Albstadt D	3.1	48.27	9.06
05/12/2019 10:20	0.5	Sanetschpass VS	3.5	46.33	7.35
05/12/2019 03:50	1.8	Sanetschpass VS	5.4	46.32	7.36
05/12/2019 01:24	0.7	Goeschenen UR	5.6	46.69	8.54
04/12/2019 01:12	2.0	Imst A	4.0	47.29	10.92
03/12/2019 12:58	0.4	Zweisimmen BE	7.4	46.51	7.35
02/12/2019 22:34	1.1	Arolla VS	1.6	45.98	7.51
02/12/2019 22:01	1.0	Wahlern BE	5.2	46.87	7.40
02/12/2019 15:19	1.5	Courmayeur I	5.5	45.68	6.90
02/12/2019 10:12	0.4	Sanetschpass VS	4.0	46.32	7.35
02/12/2019 10:06	0.6	Sanetschpass VS	4.0	46.32	7.36
02/12/2019 01:48	0.4	Bourg-Saint-Pierre VS	1.7	45.89	7.03
02/12/2019 00:28	1.1	Montreux VD	-0.5	46.37	6.76
01/12/2019 23:46	0.4	Arolla VS	3.4	46.12	7.44
01/12/2019 14:17	0.9	Bormio I	2.0	46.40	10.61
01/12/2019 09:07	2.0	Monte Adamello I	6.8	46.03	10.71
01/12/2019 08:06	0.3	Chamonix F	4.0	46.03	6.86
01/12/2019 07:14	1.1	Merano I	8.0	46.76	11.03
01/12/2019 03:54	0.3	Sanetschpass VS	4.2	46.33	7.36
30/11/2019 18:29	0.3	Sanetschpass VS	1.8	46.31	7.30
30/11/2019 18:19	1.3	Sanetschpass VS	1.9	46.31	7.30
30/11/2019 13:21	0.3	Freiburg im Breisgau D	12.6	48.02	7.80
30/11/2019 11:28	0.1	Sanetschpass VS	-0.3	46.33	7.37
30/11/2019 09:03	0.7	Sanetschpass VS	1.3	46.31	7.29
30/11/2019 06:25	1.3	Sanetschpass VS	1.4	46.31	7.29
30/11/2019 03:14	3.0	Verbier VS	4.2	46.10	7.30
30/11/2019 01:15	0.3	Courmayeur I	2.3	45.88	7.02
30/11/2019 01:14	0.6	Sanetschpass VS	1.6	46.31	7.29
30/11/2019 00:27	0.5	Courmayeur I	2.4	45.88	7.02
29/11/2019 22:43	0.9	Fiesch VS	8.3	46.47	8.11
29/11/2019 16:33	0.3	Bourg-Saint-Pierre VS	3.2	45.89	7.03
29/11/2019 10:01	0.8	Sierre VS	3.3	46.34	7.47
29/11/2019 05:44	0.4	Zermatt VS	5.7	46.06	7.71
29/11/2019 02:24	0.6	Courmayeur I	1.9	45.87	7.02
28/11/2019 14:31	1.3	Bormio I	2.1	46.40	10.65
27/11/2019 20:09	1.1	Santa Maria GR	9.5	46.53	10.62
27/11/2019 15:38	1.3	Santa Maria GR	11.3	46.54	10.61
27/11/2019 15:09	1.3	Santa Maria GR	8.9	46.53	10.60
27/11/2019 15:08	1.1	Santa Maria GR	10.4	46.53	10.61
27/11/2019 13:32	1.0	Santa Maria GR	10.2	46.53	10.60
27/11/2019 09:49	1.1	Saxon VS	2.0	46.22	7.19
27/11/2019 06:20	0.8	Sanetschpass VS	3.3	46.32	7.34
27/11/2019 05:24	0.4	Courmayeur I	1.5	45.87	7.01
27/11/2019 01:52	0.9	Santa Maria GR	7.5	46.47	10.75
27/11/2019 00:37	0.5	Schluchsee D	11.5	48.00	8.15
26/11/2019 14:16	1.0	Roveredo GR	3.2	46.31	9.12
25/11/2019 20:37	1.0	Chamonix F	3.0	46.03	6.86
25/11/2019 10:27	0.9	Courmayeur I	2.0	45.87	7.01
25/11/2019 04:54	0.1	Lenk im Simmental BE	1.5	46.40	7.49
25/11/2019 01:20	1.2	Sion VS	2.0	46.24	7.44
24/11/2019 03:11	-0.1	Linthal GL	2.9	46.88	8.99
24/11/2019 02:59	0.4	Sanetschpass VS	3.7	46.33	7.34
24/11/2019 02:29	0.7	Sanetschpass VS	3.4	46.32	7.34
24/11/2019 02:25	0.3	Sanetschpass VS	4.0	46.33	7.36
24/11/2019 01:41	1.0	Sanetschpass VS	3.7	46.33	7.35
23/11/2019 18:07	0.7	Saas Fee VS	8.2	45.97	7.97
23/11/2019 16:45	0.0	Courmayeur I	-0.4	45.88	7.02
23/11/2019 16:44	0.9	Volketswil ZH	15.9	47.38	8.65
23/11/2019 13:20	1.1	St. Moritz GR	5.0	46.48	9.78
23/11/2019 12:25	0.7	Chamonix F	4.3	46.03	6.87
22/11/2019 23:40	1.1	Sarnen OW	1.7	46.90	8.31
22/11/2019 19:16	0.4	Bourg-Saint-Pierre VS	2.1	45.90	7.04
21/11/2019 23:55	0.4	Schiers GR	2.1	47.07	9.74
21/11/2019 22:47	1.1	Courmayeur I	4.1	45.66	6.75
21/11/2019 09:16	1.1	Sierre VS	4.9	46.22	7.54
20/11/2019 21:22	2.8	Poschiavo GR	11.4	46.25	9.98
20/11/2019 20:10	2.0	Goeschenen UR	7.7	46.67	8.50
20/11/2019 15:18	0.1	Zermatt VS	4.5	46.06	7.70
20/11/2019 05:25	0.8	Sierre VS	4.4	46.23	7.54
20/11/2019 02:55	0.0	Courmayeur I	2.5	45.89	7.01
20/11/2019 01:28	0.2	Courmayeur I	3.5	45.88	6.99
19/11/2019 00:23	0.6	Sarnen OW	0.7	46.90	8.33
18/11/2019 21:26	0.9	Courmayeur I	2.9	45.88	7.00
18/11/2019 14:31	0.4	Sanetschpass VS	4.1	46.32	7.36
18/11/2019 13:14	0.1	Courmayeur I	1.9	45.87	7.01
18/11/2019 06:04	1.6	Albstadt D	10.4	48.22	9.11
18/11/2019 02:52	0.9	Chamonix F	0.0	45.90	6.91
17/11/2019 21:43	-0.1	Courmayeur I	3.2	45.86	6.98
17/11/2019 19:41	-0.1	Oberwald VS	3.3	46.64	8.35
17/11/2019 13:09	0.8	Brione (Verzasca) TI	6.4	46.25	8.75
17/11/2019 06:15	0.2	Sanetschpass VS	4.1	46.32	7.35
17/11/2019 05:17	1.9	Tavannes BE	26.6	47.19	7.11
17/11/2019 03:38	0.9	Singen D	6.1	47.81	8.80
16/11/2019 17:43	1.1	Courmayeur I	4.9	45.71	6.60
16/11/2019 14:12	0.6	Sanetschpass VS	3.3	46.32	7.35
16/11/2019 10:27	0.0	Sanetschpass VS	4.6	46.32	7.38
16/11/2019 08:32	0.8	Sanetschpass VS	5.1	46.33	7.37
16/11/2019 08:01	0.6	Sanetschpass VS	5.0	46.32	7.36
16/11/2019 07:24	1.3	Sanetschpass VS	4.9	46.33	7.37
16/11/2019 07:17	1.4	Sanetschpass VS	5.1	46.32	7.37
16/11/2019 06:59	1.4	Sanetschpass VS	5.2	46.33	7.37
16/11/2019 06:49	1.3	Sanetschpass VS	5.2	46.33	7.37
16/11/2019 01:09	0.9	Les Diablerets VD	-1.8	46.33	7.13
15/11/2019 23:39	0.3	Courmayeur I	2.0	45.85	6.97
15/11/2019 22:17	1.2	Freiburg im Breisgau D	17.1	48.01	7.95
15/11/2019 22:15	0.1	Courmayeur I	2.6	45.88	7.01
15/11/2019 18:23	0.7	Saxon VS	1.0	46.24	7.17
15/11/2019 10:02	1.0	Lenk im Simmental BE	3.0	46.41	7.48
15/11/2019 04:46	0.2	Verbier VS	4.4	46.10	7.36
14/11/2019 13:30	1.4	Arolla VS	2.7	46.02	7.61
14/11/2019 09:56	0.9	Sanetschpass VS	3.0	46.32	7.36
14/11/2019 03:18	0.2	Courmayeur I	4.2	45.87	7.00
13/11/2019 22:23	0.4	Sanetschpass VS	4.5	46.33	7.37
13/11/2019 19:44	1.2	Sanetschpass VS	4.7	46.33	7.37
13/11/2019 18:10	1.3	Sanetschpass VS	4.1	46.33	7.36
13/11/2019 06:29	1.5	Bormio I	7.0	46.42	10.80
13/11/2019 05:31	2.1	Bormio I	5.9	46.42	10.79
13/11/2019 04:18	0.4	Sanetschpass VS	4.3	46.33	7.37
13/11/2019 03:24	1.5	Domodossola I	9.6	45.97	8.30
13/11/2019 00:46	0.6	Martigny VS	6.0	46.14	7.05
12/11/2019 23:46	0.3	Sanetschpass VS	4.1	46.33	7.37
12/11/2019 23:18	0.5	Sanetschpass VS	4.9	46.33	7.36
12/11/2019 22:58	0.1	Sanetschpass VS	4.5	46.33	7.37
12/11/2019 21:08	0.4	Sanetschpass VS	4.9	46.32	7.35
12/11/2019 20:22	0.2	Sanetschpass VS	4.2	46.33	7.37
12/11/2019 20:19	1.3	Sanetschpass VS	4.4	46.33	7.37
12/11/2019 19:52	2.4	Santa Maria GR	5.9	46.57	10.72
12/11/2019 18:02	0.3	Sanetschpass VS	4.1	46.32	7.36
12/11/2019 16:35	0.9	Sanetschpass VS	4.4	46.33	7.37
12/11/2019 16:07	1.2	Sanetschpass VS	4.4	46.33	7.37
12/11/2019 15:59	1.1	Sanetschpass VS	4.2	46.33	7.37
12/11/2019 15:57	0.9	Sanetschpass VS	4.9	46.33	7.37
12/11/2019 15:44	1.0	Sanetschpass VS	4.5	46.33	7.37
12/11/2019 15:36	2.7	Sanetschpass VS	4.8	46.33	7.37
12/11/2019 15:29	0.9	Sanetschpass VS	4.6	46.33	7.37
12/11/2019 15:21	1.4	Sanetschpass VS	4.7	46.33	7.37
12/11/2019 15:15	0.2	Sanetschpass VS	4.7	46.32	7.38
12/11/2019 15:14	1.0	Sanetschpass VS	4.6	46.33	7.37
12/11/2019 15:12	0.9	Sanetschpass VS	4.7	46.33	7.37
12/11/2019 15:05	1.5	Sanetschpass VS	4.8	46.32	7.37
12/11/2019 15:01	1.2	Sanetschpass VS	4.9	46.33	7.37
12/11/2019 14:45	0.8	Sanetschpass VS	4.5	46.32	7.37
12/11/2019 14:43	1.9	Sanetschpass VS	4.5	46.33	7.37
12/11/2019 14:32	0.6	Sanetschpass VS	4.4	46.33	7.36
12/11/2019 14:21	0.6	Sanetschpass VS	4.5	46.32	7.37
12/11/2019 13:40	0.2	Sanetschpass VS	4.6	46.32	7.38
12/11/2019 12:58	0.9	Sanetschpass VS	4.5	46.33	7.37
12/11/2019 12:06	0.1	Sanetschpass VS	4.4	46.32	7.37
12/11/2019 11:31	0.8	Sanetschpass VS	4.4	46.32	7.37
12/11/2019 11:28	0.3	Sanetschpass VS	3.4	46.32	7.36
12/11/2019 11:27	0.5	Sanetschpass VS	4.1	46.32	7.37
12/11/2019 10:43	0.6	Sanetschpass VS	2.9	46.32	7.36
12/11/2019 10:27	0.8	Sanetschpass VS	4.5	46.32	7.37
12/11/2019 10:17	2.0	Sanetschpass VS	3.6	46.33	7.36
12/11/2019 09:37	0.6	Sanetschpass VS	4.4	46.33	7.37
12/11/2019 08:30	0.1	Sanetschpass VS	4.6	46.31	7.37
12/11/2019 06:01	0.3	Sanetschpass VS	4.3	46.33	7.37
12/11/2019 05:01	0.3	Sanetschpass VS	4.0	46.33	7.37
12/11/2019 03:01	2.1	Sanetschpass VS	3.8	46.32	7.36
12/11/2019 00:27	0.3	Sanetschpass VS	4.2	46.33	7.37
11/11/2019 21:39	0.0	Sanetschpass VS	4.0	46.33	7.37
11/11/2019 20:43	0.6	Sanetschpass VS	4.0	46.33	7.37
11/11/2019 20:35	2.7	Sanetschpass VS	5.1	46.33	7.37
11/11/2019 20:30	0.6	Sanetschpass VS	4.4	46.33	7.37
11/11/2019 20:29	0.3	Sanetschpass VS	4.2	46.33	7.37
11/11/2019 19:33	0.4	Chamonix F	2.0	45.89	7.00
11/11/2019 12:45	1.1	Montreux VD	0.2	46.38	6.75
11/11/2019 11:29	0.2	Sanetschpass VS	3.9	46.32	7.36
11/11/2019 11:07	1.7	Goeschenen UR	6.5	46.67	8.50
11/11/2019 10:38	0.4	Goeschenen UR	5.6	46.68	8.49
11/11/2019 10:06	0.7	Sanetschpass VS	4.2	46.32	7.36
11/11/2019 10:04	0.9	Goeschenen UR	6.6	46.67	8.50
11/11/2019 10:00	1.6	Sanetschpass VS	4.6	46.32	7.36
11/11/2019 09:49	0.5	Sanetschpass VS	4.4	46.33	7.36
11/11/2019 09:22	0.5	Sanetschpass VS	4.5	46.32	7.35
11/11/2019 09:10	0.4	Lenk im Simmental BE	2.4	46.40	7.49
11/11/2019 07:55	0.1	Courmayeur I	1.2	45.87	6.98
11/11/2019 07:51	0.3	Sanetschpass VS	3.5	46.32	7.36
11/11/2019 07:31	0.4	Sanetschpass VS	4.7	46.32	7.35
11/11/2019 04:46	0.8	Sanetschpass VS	4.7	46.32	7.35
11/11/2019 04:12	0.3	Adelboden BE	6.5	46.55	7.57
11/11/2019 03:44	0.3	Lenk im Simmental BE	2.6	46.40	7.49
11/11/2019 02:52	0.5	Courmayeur I	2.5	45.88	7.01
11/11/2019 02:01	0.4	Sanetschpass VS	4.7	46.32	7.35
11/11/2019 01:08	1.2	Val Sesia I	23.0	45.89	8.34
11/11/2019 00:49	0.5	Arolla VS	3.7	46.13	7.44
11/11/2019 00:18	0.4	Sanetschpass VS	3.7	46.32	7.36
10/11/2019 17:12	1.3	Sanetschpass VS	4.6	46.32	7.35
10/11/2019 15:29	0.4	Chamonix F	0.5	45.90	6.89
10/11/2019 13:24	0.2	Sanetschpass VS	3.2	46.31	7.36
10/11/2019 04:59	0.4	Sanetschpass VS	4.5	46.33	7.35
10/11/2019 01:14	0.3	Sanetschpass VS	4.6	46.33	7.35
09/11/2019 23:47	0.4	Sanetschpass VS	4.8	46.32	7.36
09/11/2019 22:39	0.8	Sanetschpass VS	4.9	46.32	7.35
09/11/2019 21:54	0.8	Chamonix F	0.5	45.89	6.90
09/11/2019 19:14	0.3	Sanetschpass VS	4.6	46.32	7.36
09/11/2019 18:22	0.5	Sanetschpass VS	4.5	46.32	7.36
09/11/2019 16:24	0.9	Sanetschpass VS	4.9	46.33	7.35
09/11/2019 16:05	0.4	Courmayeur I	1.3	45.88	6.97
09/11/2019 16:03	0.4	Sanetschpass VS	4.6	46.32	7.35
09/11/2019 15:17	0.4	Sanetschpass VS	4.0	46.32	7.36
09/11/2019 14:22	0.9	Sanetschpass VS	5.0	46.33	7.35
09/11/2019 10:38	1.8	Sanetschpass VS	4.8	46.32	7.36
09/11/2019 07:08	0.6	Sanetschpass VS	3.8	46.33	7.35
09/11/2019 06:55	0.2	Sanetschpass VS	4.7	46.32	7.36
09/11/2019 05:53	0.2	Sanetschpass VS	4.6	46.32	7.36
09/11/2019 04:50	0.3	Sanetschpass VS	3.6	46.33	7.35
09/11/2019 03:56	0.4	Sanetschpass VS	4.8	46.33	7.34
08/11/2019 20:56	0.6	Sanetschpass VS	4.3	46.33	7.34
08/11/2019 18:25	1.2	Sanetschpass VS	5.3	46.32	7.35
08/11/2019 16:05	0.5	Courmayeur I	4.2	45.87	6.97
08/11/2019 14:45	0.6	Chamonix F	5.5	46.04	6.89
08/11/2019 11:39	1.3	Sanetschpass VS	5.1	46.32	7.36
08/11/2019 10:52	0.1	Sanetschpass VS	4.3	46.32	7.35
08/11/2019 10:41	0.0	Sanetschpass VS	4.2	46.32	7.36
08/11/2019 10:31	0.8	Courmayeur I	1.5	45.87	6.98
08/11/2019 09:58	1.0	Courmayeur I	1.9	45.87	6.98
08/11/2019 08:43	0.7	Chamonix F	1.0	45.89	6.99
08/11/2019 07:47	0.6	Sanetschpass VS	4.0	46.32	7.35
08/11/2019 06:47	0.0	Sanetschpass VS	4.7	46.32	7.35
08/11/2019 06:32	0.5	Sanetschpass VS	4.9	46.33	7.35
08/11/2019 06:10	0.4	Sanetschpass VS	4.8	46.32	7.36
08/11/2019 05:45	0.9	Sanetschpass VS	5.3	46.32	7.36
08/11/2019 05:39	0.4	Courmayeur I	1.2	45.87	6.98
08/11/2019 05:02	0.5	Sanetschpass VS	4.6	46.32	7.35
08/11/2019 04:08	2.2	Sanetschpass VS	4.3	46.32	7.35
08/11/2019 04:03	0.5	Sanetschpass VS	4.5	46.32	7.35
08/11/2019 02:55	0.2	Sanetschpass VS	4.2	46.32	7.36
08/11/2019 02:26	-0.2	Sanetschpass VS	4.4	46.32	7.35
08/11/2019 02:12	0.3	Sanetschpass VS	5.1	46.32	7.35
08/11/2019 02:10	0.8	Sanetschpass VS	4.8	46.32	7.35
08/11/2019 01:31	0.3	Courmayeur I	0.6	45.87	6.97
07/11/2019 22:48	1.1	Sanetschpass VS	4.9	46.32	7.35
07/11/2019 22:45	0.3	Courmayeur I	1.8	45.86	6.96
07/11/2019 22:30	0.3	Sanetschpass VS	4.7	46.32	7.35
07/11/2019 22:03	0.3	Sanetschpass VS	3.6	46.32	7.36
07/11/2019 21:36	1.3	Sanetschpass VS	3.9	46.33	7.35
07/11/2019 21:35	1.6	Biella I	3.9	45.71	7.83
07/11/2019 21:30	2.3	Sanetschpass VS	5.3	46.32	7.35
07/11/2019 21:28	1.1	Sanetschpass VS	5.1	46.32	7.35
07/11/2019 20:16	0.0	Sanetschpass VS	3.7	46.32	7.34
07/11/2019 20:00	1.1	Sanetschpass VS	4.8	46.32	7.36
07/11/2019 19:55	0.8	Sanetschpass VS	4.1	46.33	7.35
07/11/2019 19:50	0.4	Sanetschpass VS	4.0	46.32	7.35
07/11/2019 19:46	0.1	Sanetschpass VS	3.9	46.32	7.35
07/11/2019 19:38	2.5	Sanetschpass VS	4.9	46.32	7.35
07/11/2019 19:35	3.2	Sanetschpass VS	4.3	46.32	7.36
07/11/2019 19:35	1.0	Sanetschpass VS	4.2	46.33	7.35
07/11/2019 19:10	0.6	Sanetschpass VS	4.1	46.33	7.36
07/11/2019 18:17	0.6	Sanetschpass VS	4.4	46.32	7.35
07/11/2019 18:04	1.3	Sanetschpass VS	4.1	46.32	7.35
07/11/2019 16:22	0.2	Courmayeur I	0.0	45.87	6.98
07/11/2019 16:20	0.9	Courmayeur I	1.4	45.87	6.98
07/11/2019 13:35	0.5	Sanetschpass VS	4.3	46.32	7.36
07/11/2019 13:14	0.6	Sanetschpass VS	4.5	46.33	7.36
07/11/2019 12:58	1.6	Zernez GR	8.3	46.76	10.17
07/11/2019 12:34	0.4	Sanetschpass VS	4.4	46.32	7.36
07/11/2019 12:32	1.1	Zernez GR	7.9	46.76	10.17
07/11/2019 11:37	0.6	Sanetschpass VS	4.5	46.32	7.36
07/11/2019 10:13	1.4	Sanetschpass VS	4.5	46.33	7.37
07/11/2019 07:43	0.5	Sanetschpass VS	4.0	46.32	7.36
07/11/2019 07:00	0.5	Sanetschpass VS	4.4	46.32	7.35
07/11/2019 06:45	0.2	Sanetschpass VS	3.9	46.33	7.35
07/11/2019 06:41	0.8	Sanetschpass VS	4.8	46.32	7.35
07/11/2019 06:38	0.7	Sanetschpass VS	4.5	46.32	7.35
07/11/2019 05:51	0.4	Sanetschpass VS	4.4	46.32	7.35
07/11/2019 05:46	0.3	Sanetschpass VS	4.4	46.32	7.35
07/11/2019 05:38	1.1	Sanetschpass VS	4.2	46.33	7.36
07/11/2019 05:26	0.5	Sanetschpass VS	3.9	46.32	7.36
07/11/2019 03:58	0.6	Sanetschpass VS	4.6	46.33	7.35
07/11/2019 01:19	1.1	Sanetschpass VS	4.6	46.33	7.35
07/11/2019 01:05	0.7	Sanetschpass VS	4.8	46.33	7.35
07/11/2019 00:59	0.8	Sanetschpass VS	5.1	46.32	7.35
07/11/2019 00:57	0.6	Sanetschpass VS	4.4	46.33	7.34
07/11/2019 00:18	0.2	Sanetschpass VS	4.9	46.32	7.35
06/11/2019 23:52	1.1	Sanetschpass VS	5.0	46.32	7.35
06/11/2019 22:40	0.9	Sanetschpass VS	4.1	46.32	7.35
06/11/2019 21:58	0.4	Courmayeur I	1.1	45.87	6.97
06/11/2019 21:48	0.2	Sanetschpass VS	4.3	46.32	7.35
06/11/2019 21:35	0.5	Sanetschpass VS	4.7	46.32	7.35
06/11/2019 19:01	0.4	Courmayeur I	1.0	45.87	6.97
06/11/2019 17:36	0.7	Sanetschpass VS	4.5	46.33	7.35
06/11/2019 17:04	0.8	Sanetschpass VS	5.2	46.32	7.35
06/11/2019 16:59	0.4	Sanetschpass VS	4.4	46.32	7.35
06/11/2019 16:25	1.2	Courmayeur I	2.7	45.87	6.99
06/11/2019 15:37	-0.2	Sanetschpass VS	4.4	46.32	7.35
06/11/2019 11:46	1.5	Sanetschpass VS	4.7	46.33	7.36
06/11/2019 11:08	2.0	Albstadt D	4.0	48.24	9.01
06/11/2019 11:04	1.8	Sanetschpass VS	4.5	46.33	7.36
06/11/2019 10:58	0.9	Sanetschpass VS	4.6	46.33	7.36
06/11/2019 10:18	0.7	Sanetschpass VS	4.6	46.32	7.36
06/11/2019 10:04	0.8	Sanetschpass VS	4.6	46.33	7.36
06/11/2019 10:00	0.0	Sanetschpass VS	5.6	46.32	7.36
06/11/2019 09:55	1.0	Altdorf UR	9.2	46.89	8.54
06/11/2019 09:52	0.8	Sanetschpass VS	4.6	46.32	7.35
